id,code,description,unit,category,subcategory,rate,cellRate_reference,cellRate_rate,excelCellReference,sourceSheetName,keywords
DRA1,DRA1,All items below based on disposal of excavation arisings being clean/inert material. Rates flucuating based on a prime cost of:,item,Drainage,Excavation,300.0,Drainage!O20,300.0,Drainage!A20,Drainage,
DRA2,DRA2,Excludes suspended drainage to ground floor,item,Drainage,General Drainage,0.0,,0.0,Drainage!A21,Drainage,drainage
DRA3,DRA3,Excludes services and service entries. No details,item,Drainage,General Drainage,0.0,,0.0,Drainage!A22,Drainage,
DRA318,DRA318,Excavate trenches for 750mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 2 - 2.25 m,m,Drainage,Pipework,236.79,Drainage!O356,236.79,Drainage!A356,Drainage,"750mm,excavate,trench,pipe,backfill,dispose,invert,depth"
DRA319,DRA319,Excavate trenches for 750mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 2.25 - 2.5 m,m,Drainage,Pipework,266.48,Drainage!O357,266.48,Drainage!A357,Drainage,"750mm,excavate,trench,pipe,backfill,dispose,invert,depth"
DRA320,DRA320,Excavate trenches for 750mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 2.5 - 2.75 m,m,Drainage,Pipework,307.97,Drainage!O358,307.97,Drainage!A358,Drainage,"750mm,excavate,trench,pipe,backfill,dispose,invert,depth"
DRA321,DRA321,Excavate trenches for 750mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 2.75 - 3 m,m,Drainage,Pipework,338.8,Drainage!O359,338.8,Drainage!A359,Drainage,"750mm,excavate,trench,pipe,backfill,dispose,invert,depth"
DRA322,DRA322,Excavate trenches for 750mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 3 - 3.25 m,m,Drainage,Pipework,591.61,Drainage!O360,591.61,Drainage!A360,Drainage,"750mm,excavate,trench,pipe,backfill,dispose,invert,depth"
DRA323,DRA323,Excavate trenches for 750mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 3.25 - 3.5 m,m,Drainage,Pipework,641.12,Drainage!O361,641.12,Drainage!A361,Drainage,"750mm,excavate,trench,pipe,backfill,dispose,invert,depth"
DRA324,DRA324,Excavate trenches for 750mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 3.5 - 3.75 m,m,Drainage,Pipework,690.63,Drainage!O362,690.63,Drainage!A362,Drainage,"750mm,excavate,trench,pipe,backfill,dispose,invert,depth"
DRA325,DRA325,Excavate trenches for 750mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 3.75 - 4 m,m,Drainage,Pipework,740.14,Drainage!O363,740.14,Drainage!A363,Drainage,"750mm,excavate,trench,pipe,backfill,dispose,invert,depth"
DRA326,DRA326,Excavate trenches for 750mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 4 - 4.25 m,m,Drainage,Pipework,789.65,Drainage!O364,789.65,Drainage!A364,Drainage,"750mm,excavate,trench,pipe,backfill,dispose,invert,depth"
DRA327,DRA327,Excavate trenches for 750mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 4.25 - 4.5 m,m,Drainage,Pipework,839.17,Drainage!O365,839.17,Drainage!A365,Drainage,"750mm,excavate,trench,pipe,backfill,dispose,invert,depth"
DRA328,DRA328,Excavate trenches for 750mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 4.5 - 4.75 m,m,Drainage,Pipework,888.68,Drainage!O366,888.68,Drainage!A366,Drainage,"750mm,excavate,trench,pipe,backfill,dispose,invert,depth"
DRA329,DRA329,Excavate trenches for 750mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 4.75 - 5 m,m,Drainage,Pipework,938.19,Drainage!O367,938.19,Drainage!A367,Drainage,"750mm,excavate,trench,pipe,backfill,dispose,invert,depth"
DRA330,DRA330,Excavate trenches for 750mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 5 - 5.25 m,m,Drainage,Pipework,987.7,Drainage!O368,987.7,Drainage!A368,Drainage,"750mm,excavate,trench,pipe,backfill,dispose,invert,depth"
DRA331,DRA331,Excavate trenches for 750mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 5.25 - 5.5 m,m,Drainage,Pipework,1037.21,Drainage!O369,1037.21,Drainage!A369,Drainage,"750mm,excavate,trench,pipe,backfill,dispose,invert,depth"
DRA332,DRA332,Excavate trenches for 750mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 5.5 - 5.75 m,m,Drainage,Pipework,1086.72,Drainage!O370,1086.72,Drainage!A370,Drainage,"750mm,excavate,trench,pipe,backfill,dispose,invert,depth"
DRA333,DRA333,Excavate trenches for 750mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 5.75 - 6 m,m,Drainage,Pipework,1136.23,Drainage!O371,1136.23,Drainage!A371,Drainage,"750mm,excavate,trench,pipe,backfill,dispose,invert,depth"
DRA334,DRA334,Excavate trenches for 750mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 6 - 6.25 m,m,Drainage,Pipework,1185.75,Drainage!O372,1185.75,Drainage!A372,Drainage,"750mm,excavate,trench,pipe,backfill,dispose,invert,depth"
DRA335,DRA335,Excavate trenches for 750mm dia pipes; backfill with 6F2; dispose of surplus on site; depth to invert:; depth to invert: not exceeding 0.5 m,m,Drainage,Pipework,11.74,Drainage!O374,11.74,Drainage!A374,Drainage,"750mm,excavate,trench,pipe,backfill,dispose,invert,depth"
DRA336,DRA336,Excavate trenches for 750mm dia pipes; backfill with 6F2; dispose of surplus on site; depth to invert:; depth to invert: 0.5 - 0.75 m,m,Drainage,Pipework,18.49,Drainage!O375,18.49,Drainage!A375,Drainage,"750mm,excavate,trench,pipe,backfill,dispose,invert,depth"
DRA337,DRA337,Excavate trenches for 750mm dia pipes; backfill with 6F2; dispose of surplus on site; depth to invert:; depth to invert: 0.75 - 1 m,m,Drainage,Pipework,26.75,Drainage!O376,26.75,Drainage!A376,Drainage,"750mm,excavate,trench,pipe,backfill,dispose,invert,depth"
DRA338,DRA338,Excavate trenches for 750mm dia pipes; backfill with 6F2; dispose of surplus on site; depth to invert:; depth to invert: 1 - 1.25 m,m,Drainage,Pipework,51.7,Drainage!O377,51.7,Drainage!A377,Drainage,"750mm,excavate,trench,pipe,backfill,dispose,invert,depth"
DRA339,DRA339,Excavate trenches for 750mm dia pipes; backfill with 6F2; dispose of surplus on site; depth to invert:; depth to invert: 1.25 - 1.5 m,m,Drainage,Pipework,68.15,Drainage!O378,68.15,Drainage!A378,Drainage,"750mm,excavate,trench,pipe,backfill,dispose,invert,depth"
DRA340,DRA340,Excavate trenches for 750mm dia pipes; backfill with 6F2; dispose of surplus on site; depth to invert:; depth to invert: 1.5 - 1.75 m,m,Drainage,Pipework,84.6,Drainage!O379,84.6,Drainage!A379,Drainage,"750mm,excavate,trench,pipe,backfill,dispose,invert,depth"
DRA341,DRA341,Excavate trenches for 750mm dia pipes; backfill with 6F2; dispose of surplus on site; depth to invert:; depth to invert: 1.75 - 2 m,m,Drainage,Pipework,113.05,Drainage!O380,113.05,Drainage!A380,Drainage,"750mm,excavate,trench,pipe,backfill,dispose,invert,depth"
DRA342,DRA342,Excavate trenches for 750mm dia pipes; backfill with 6F2; dispose of surplus on site; depth to invert:; depth to invert: 2 - 2.25 m,m,Drainage,Pipework,131.54,Drainage!O381,131.54,Drainage!A381,Drainage,"750mm,excavate,trench,pipe,backfill,dispose,invert,depth"
DRA343,DRA343,Excavate trenches for 750mm dia pipes; backfill with 6F2; dispose of surplus on site; depth to invert:; depth to invert: 2.25 - 2.5 m,m,Drainage,Pipework,150.03,Drainage!O382,150.03,Drainage!A382,Drainage,"750mm,excavate,trench,pipe,backfill,dispose,invert,depth"
DRA344,DRA344,Excavate trenches for 750mm dia pipes; backfill with 6F2; dispose of surplus on site; depth to invert:; depth to invert: 2.5 - 2.75 m,m,Drainage,Pipework,180.32,Drainage!O383,180.32,Drainage!A383,Drainage,"750mm,excavate,trench,pipe,backfill,dispose,invert,depth"
DRA345,DRA345,Excavate trenches for 750mm dia pipes; backfill with 6F2; dispose of surplus on site; depth to invert:; depth to invert: 2.75 - 3 m,m,Drainage,Pipework,199.96,Drainage!O384,199.96,Drainage!A384,Drainage,"750mm,excavate,trench,pipe,backfill,dispose,invert,depth"
DRA346,DRA346,Excavate trenches for 750mm dia pipes; backfill with 6F2; dispose of surplus on site; depth to invert:; depth to invert: 3 - 3.25 m,m,Drainage,Pipework,341.54,Drainage!O385,341.54,Drainage!A385,Drainage,"750mm,excavate,trench,pipe,backfill,dispose,invert,depth"
DRA347,DRA347,Excavate trenches for 750mm dia pipes; backfill with 6F2; dispose of surplus on site; depth to invert:; depth to invert: 3.25 - 3.5 m,m,Drainage,Pipework,372.39,Drainage!O386,372.39,Drainage!A386,Drainage,"750mm,excavate,trench,pipe,backfill,dispose,invert,depth"
DRA348,DRA348,Excavate trenches for 750mm dia pipes; backfill with 6F2; dispose of surplus on site; depth to invert:; depth to invert: 3.5 - 3.75 m,m,Drainage,Pipework,403.24,Drainage!O387,403.24,Drainage!A387,Drainage,"750mm,excavate,trench,pipe,backfill,dispose,invert,depth"
DRA349,DRA349,Excavate trenches for 750mm dia pipes; backfill with 6F2; dispose of surplus on site; depth to invert:; depth to invert: 3.75 - 4 m,m,Drainage,Pipework,434.09,Drainage!O388,434.09,Drainage!A388,Drainage,"750mm,excavate,trench,pipe,backfill,dispose,invert,depth"
DRA350,DRA350,Excavate trenches for 900mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: not exceeding 0.5 m,m,Drainage,Pipework,0.0,,0.0,Drainage!A390,Drainage,"900mm,excavate,trench,pipe,backfill,dispose,invert,depth"
DRA351,DRA351,Excavate trenches for 900mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 0.5 - 0.75 m,m,Drainage,Pipework,0.0,,0.0,Drainage!A391,Drainage,"900mm,excavate,trench,pipe,backfill,dispose,invert,depth"
DRA352,DRA352,Excavate trenches for 900mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 0.75 - 1 m,m,Drainage,Pipework,78.11,Drainage!O392,78.11,Drainage!A392,Drainage,"900mm,excavate,trench,pipe,backfill,dispose,invert,depth"
DRA353,DRA353,Excavate trenches for 900mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 1 - 1.25 m,m,Drainage,Pipework,112.84,Drainage!O393,112.84,Drainage!A393,Drainage,"900mm,excavate,trench,pipe,backfill,dispose,invert,depth"
DRA354,DRA354,Excavate trenches for 900mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 1.25 - 1.5 m,m,Drainage,Pipework,142.53,Drainage!O394,142.53,Drainage!A394,Drainage,"900mm,excavate,trench,pipe,backfill,dispose,invert,depth"
DRA355,DRA355,Excavate trenches for 900mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 1.5 - 1.75 m,m,Drainage,Pipework,172.22,Drainage!O395,172.22,Drainage!A395,Drainage,"900mm,excavate,trench,pipe,backfill,dispose,invert,depth"
DRA356,DRA356,Excavate trenches for 900mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 1.75 - 2 m,m,Drainage,Pipework,201.91,Drainage!O396,201.91,Drainage!A396,Drainage,"900mm,excavate,trench,pipe,backfill,dispose,invert,depth"
DRA357,DRA357,Excavate trenches for 900mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 2 - 2.25 m,m,Drainage,Pipework,231.6,Drainage!O397,231.6,Drainage!A397,Drainage,"900mm,excavate,trench,pipe,backfill,dispose,invert,depth"
DRA358,DRA358,Excavate trenches for 900mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 2.25 - 2.5 m,m,Drainage,Pipework,261.29,Drainage!O398,261.29,Drainage!A398,Drainage,"900mm,excavate,trench,pipe,backfill,dispose,invert,depth"
DRA359,DRA359,Excavate trenches for 900mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 2.5 - 2.75 m,m,Drainage,Pipework,302.78,Drainage!O399,302.78,Drainage!A399,Drainage,"900mm,excavate,trench,pipe,backfill,dispose,invert,depth"
DRA360,DRA360,Excavate trenches for 900mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 2.75 - 3 m,m,Drainage,Pipework,333.61,Drainage!O400,333.61,Drainage!A400,Drainage,"900mm,excavate,trench,pipe,backfill,dispose,invert,depth"
DRA361,DRA361,Excavate trenches for 900mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 3 - 3.25 m,m,Drainage,Pipework,582.96,Drainage!O401,582.96,Drainage!A401,Drainage,"900mm,excavate,trench,pipe,backfill,dispose,invert,depth"
DRA362,DRA362,Excavate trenches for 900mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 3.25 - 3.5 m,m,Drainage,Pipework,632.47,Drainage!O402,632.47,Drainage!A402,Drainage,"900mm,excavate,trench,pipe,backfill,dispose,invert,depth"
DRA363,DRA363,Excavate trenches for 900mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 3.5 - 3.75 m,m,Drainage,Pipework,681.98,Drainage!O403,681.98,Drainage!A403,Drainage,"900mm,excavate,trench,pipe,backfill,dispose,invert,depth"
DRA364,DRA364,Excavate trenches for 900mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 3.75 - 4 m,m,Drainage,Pipework,731.49,Drainage!O404,731.49,Drainage!A404,Drainage,"900mm,excavate,trench,pipe,backfill,dispose,invert,depth"
DRA365,DRA365,Excavate trenches for 900mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 4 - 4.25 m,m,Drainage,Pipework,781.0,Drainage!O405,781.0,Drainage!A405,Drainage,"900mm,excavate,trench,pipe,backfill,dispose,invert,depth"
DRA366,DRA366,Excavate trenches for 900mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 4.25 - 4.5 m,m,Drainage,Pipework,830.51,Drainage!O406,830.51,Drainage!A406,Drainage,"900mm,excavate,trench,pipe,backfill,dispose,invert,depth"
DRA367,DRA367,Excavate trenches for 1200mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: not exceeding 0.5 m,m,Drainage,Pipework,50.36,Drainage!O408,50.36,Drainage!A408,Drainage,"1200mm,excavate,trench,pipe,backfill,dispose,invert,depth"
DRA368,DRA368,Excavate trenches for 1200mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 0.5 - 0.75 m,m,Drainage,Pipework,74.0,Drainage!O409,74.0,Drainage!A409,Drainage,"1200mm,excavate,trench,pipe,backfill,dispose,invert,depth"
DRA369,DRA369,Excavate trenches for 1200mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 0.75 - 1 m,m,Drainage,Pipework,97.64,Drainage!O410,97.64,Drainage!A410,Drainage,"1200mm,excavate,trench,pipe,backfill,dispose,invert,depth"
DRA370,DRA370,Excavate trenches for 1200mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 1 - 1.25 m,m,Drainage,Pipework,131.91,Drainage!O411,131.91,Drainage!A411,Drainage,"1200mm,excavate,trench,pipe,backfill,dispose,invert,depth"
DRA371,DRA371,Excavate trenches for 1200mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 1.25 - 1.5 m,m,Drainage,Pipework,162.0,Drainage!O412,162.0,Drainage!A412,Drainage,"1200mm,excavate,trench,pipe,backfill,dispose,invert,depth"
DRA372,DRA372,Excavate trenches for 1200mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 1.5 - 1.75 m,m,Drainage,Pipework,198.58,Drainage!O413,198.58,Drainage!A413,Drainage,"1200mm,excavate,trench,pipe,backfill,dispose,invert,depth"
DRA373,DRA373,Excavate trenches for 1200mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 1.75 - 2 m,m,Drainage,Pipework,235.16,Drainage!O414,235.16,Drainage!A414,Drainage,"1200mm,excavate,trench,pipe,backfill,dispose,invert,depth"
DRA374,DRA374,Excavate trenches for 1200mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 2 - 2.25 m,m,Drainage,Pipework,271.74,Drainage!O415,271.74,Drainage!A415,Drainage,"1200mm,excavate,trench,pipe,backfill,dispose,invert,depth"
DRA375,DRA375,Excavate trenches for 1200mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 2.25 - 2.5 m,m,Drainage,Pipework,308.32,Drainage!O416,308.32,Drainage!A416,Drainage,"1200mm,excavate,trench,pipe,backfill,dispose,invert,depth"
DRA376,DRA376,Excavate trenches for 1200mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 2.5 - 2.75 m,m,Drainage,Pipework,357.73,Drainage!O417,357.73,Drainage!A417,Drainage,"1200mm,excavate,trench,pipe,backfill,dispose,invert,depth"
DRA377,DRA377,Excavate trenches for 1200mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 2.75 - 3 m,m,Drainage,Pipework,395.57,Drainage!O418,395.57,Drainage!A418,Drainage,"1200mm,excavate,trench,pipe,backfill,dispose,invert,depth"
DRA378,DRA378,Excavate trenches for 1200mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 3 - 3.25 m,m,Drainage,Pipework,565.65,Drainage!O419,565.65,Drainage!A419,Drainage,"1200mm,excavate,trench,pipe,backfill,dispose,invert,depth"
DRA379,DRA379,Excavate trenches for 1200mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 3.25 - 3.5 m,m,Drainage,Pipework,615.16,Drainage!O420,615.16,Drainage!A420,Drainage,"1200mm,excavate,trench,pipe,backfill,dispose,invert,depth"
DRA380,DRA380,Excavate trenches for 1200mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 3.5 - 3.75 m,m,Drainage,Pipework,664.67,Drainage!O421,664.67,Drainage!A421,Drainage,"1200mm,excavate,trench,pipe,backfill,dispose,invert,depth"
DRA381,DRA381,Excavate trenches for 1200mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 3.75 - 4 m,m,Drainage,Pipework,714.18,Drainage!O422,714.18,Drainage!A422,Drainage,"1200mm,excavate,trench,pipe,backfill,dispose,invert,depth"
DRA382,DRA382,Excavate trenches for 1200mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 4 - 4.25 m,m,Drainage,Pipework,763.69,Drainage!O423,763.69,Drainage!A423,Drainage,"1200mm,excavate,trench,pipe,backfill,dispose,invert,depth"
DRA383,DRA383,Excavate trenches for 1200mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 4.25 - 4.5 m,m,Drainage,Pipework,813.21,Drainage!O424,813.21,Drainage!A424,Drainage,"1200mm,excavate,trench,pipe,backfill,dispose,invert,depth"
DRA384,DRA384,Excavate trenches for 1200mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 4.5 - 4.75 m,m,Drainage,Pipework,862.72,Drainage!O425,862.72,Drainage!A425,Drainage,"1200mm,excavate,trench,pipe,backfill,dispose,invert,depth"
DRA385,DRA385,Excavate trenches for 1200mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 4.75 - 5 m,m,Drainage,Pipework,912.23,Drainage!O426,912.23,Drainage!A426,Drainage,"1200mm,excavate,trench,pipe,backfill,dispose,invert,depth"
DRA386,DRA386,Excavate trenches for 1200mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 5 - 5.25 m,m,Drainage,Pipework,961.74,Drainage!O427,961.74,Drainage!A427,Drainage,"1200mm,excavate,trench,pipe,backfill,dispose,invert,depth"
DRA387,DRA387,Excavate trenches for 1200mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 5.25 - 5.5 m,m,Drainage,Pipework,1011.25,Drainage!O428,1011.25,Drainage!A428,Drainage,"1200mm,excavate,trench,pipe,backfill,dispose,invert,depth"
DRA388,DRA388,Excavate trenches for 1200mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 5.5 - 5.75 m,m,Drainage,Pipework,1060.76,Drainage!O429,1060.76,Drainage!A429,Drainage,"1200mm,excavate,trench,pipe,backfill,dispose,invert,depth"
DRA389,DRA389,Excavate trenches for land drains for pipes ne 200mm dia; backfill with shingle; dispose of surplus off site; depth to invert:; depth to invert: not exceeding 0.5 m,m,Drainage,Pipework,25.45,Drainage!O432,25.45,Drainage!A432,Drainage,"200mm,excavate,trench,pipe,backfill,dispose,invert,depth"
DRA390,DRA390,Excavate trenches for land drains for pipes ne 200mm dia; backfill with shingle; dispose of surplus off site; depth to invert:; depth to invert: 0.5 - 0.75 m,m,Drainage,Pipework,43.76,Drainage!O433,43.76,Drainage!A433,Drainage,"200mm,excavate,trench,pipe,backfill,dispose,invert,depth"
DRA391,DRA391,Excavate trenches for land drains for pipes ne 200mm dia; backfill with shingle; dispose of surplus off site; depth to invert:; depth to invert: 0.75 - 1 m,m,Drainage,Pipework,62.06,Drainage!O434,62.06,Drainage!A434,Drainage,"200mm,excavate,trench,pipe,backfill,dispose,invert,depth"
DRA392,DRA392,Excavate trenches for land drains for pipes ne 200mm dia; backfill with shingle; dispose of surplus off site; depth to invert:; depth to invert: 1 - 1.25 m,m,Drainage,Pipework,91.0,Drainage!O435,91.0,Drainage!A435,Drainage,"200mm,excavate,trench,pipe,backfill,dispose,invert,depth"
DRA393,DRA393,Excavate trenches for land drains for pipes ne 200mm dia; backfill with shingle; dispose of surplus off site; depth to invert:; depth to invert: 1.25 - 1.5 m,m,Drainage,Pipework,136.1,Drainage!O436,136.1,Drainage!A436,Drainage,"200mm,excavate,trench,pipe,backfill,dispose,invert,depth"
DRA394,DRA394,Excavate trenches for land drains for pipes ne 200mm dia; backfill with shingle; dispose of surplus off site; depth to invert:; depth to invert: 1.5 - 1.75 m,m,Drainage,Pipework,190.35,Drainage!O437,190.35,Drainage!A437,Drainage,"200mm,excavate,trench,pipe,backfill,dispose,invert,depth"
DRA395,DRA395,Excavate trenches for land drains for pipes ne 200mm dia; backfill with shingle; dispose of surplus off site; depth to invert:; depth to invert: 1.75 - 2 m,m,Drainage,Pipework,242.49,Drainage!O438,242.49,Drainage!A438,Drainage,"200mm,excavate,trench,pipe,backfill,dispose,invert,depth"
DRA396,DRA396,Excavate trenches for land drains for pipes ne 200mm dia; backfill with shingle; dispose of surplus off site; depth to invert:; depth to invert: 2 - 2.25 m,m,Drainage,Pipework,275.12,Drainage!O439,275.12,Drainage!A439,Drainage,"200mm,excavate,trench,pipe,backfill,dispose,invert,depth"
DRA397,DRA397,Excavate trenches for land drains for pipes ne 200mm dia; backfill with shingle; dispose of surplus off site; depth to invert:; depth to invert: 2.25 - 2.5 m,m,Drainage,Pipework,307.76,Drainage!O440,307.76,Drainage!A440,Drainage,"200mm,excavate,trench,pipe,backfill,dispose,invert,depth"
DRA398,DRA398,Excavate trenches for land drains for pipes ne 200mm dia; backfill with shingle; dispose of surplus off site; depth to invert:; depth to invert: 2.5 - 2.75 m,m,Drainage,Pipework,351.49,Drainage!O441,351.49,Drainage!A441,Drainage,"200mm,excavate,trench,pipe,backfill,dispose,invert,depth"
DRA399,DRA399,Excavate trenches for land drains for pipes ne 200mm dia; backfill with shingle; dispose of surplus off site; depth to invert:; depth to invert: 2.75 - 3 m,m,Drainage,Pipework,385.2,Drainage!O442,385.2,Drainage!A442,Drainage,"200mm,excavate,trench,pipe,backfill,dispose,invert,depth"
DRA400,DRA400,Excavate trenches for land drains for pipes ne 200mm dia; backfill with shingle; dispose of surplus off site; depth to invert:; depth to invert: 3 - 3.25 m,m,Drainage,Pipework,801.12,Drainage!O443,801.12,Drainage!A443,Drainage,"200mm,excavate,trench,pipe,backfill,dispose,invert,depth"
DRA401,DRA401,Excavate trenches for land drains for pipes ne 200mm dia; backfill with shingle; dispose of surplus off site; depth to invert:; depth to invert: 3.25 - 3.5 m,m,Drainage,Pipework,865.71,Drainage!O444,865.71,Drainage!A444,Drainage,"200mm,excavate,trench,pipe,backfill,dispose,invert,depth"
DRA402,DRA402,Excavate trenches for land drains for pipes ne 200mm dia; backfill with shingle; dispose of surplus off site; depth to invert:; depth to invert: 3.5 - 3.75 m,m,Drainage,Pipework,930.3,Drainage!O445,930.3,Drainage!A445,Drainage,"200mm,excavate,trench,pipe,backfill,dispose,invert,depth"
DRA403,DRA403,Excavate trenches for land drains for pipes ne 200mm dia; backfill with shingle; dispose of surplus off site; depth to invert:; depth to invert: 3.75 - 4 m,m,Drainage,Pipework,994.89,Drainage!O446,994.89,Drainage!A446,Drainage,"200mm,excavate,trench,pipe,backfill,dispose,invert,depth"
DRA404,DRA402,"Fin drains; 100mm perforated pipe; shingle backfill; dispose off site; geotextile drain with terram both sides, laid in narrow trench; depth to invert: not exceeding 0.5 m",m,Drainage,Pipework,32.28,Drainage!O448,32.28,Drainage!A448,Drainage,"100mm,trench,pipe,backfill,dispose,invert,depth"
DRA405,DRA403,"Fin drains; 100mm perforated pipe; shingle backfill; dispose off site; geotextile drain with terram both sides, laid in narrow trench; depth to invert: 0.5 - 0.75 m",m,Drainage,Pipework,51.21,Drainage!O449,51.21,Drainage!A449,Drainage,"100mm,trench,pipe,backfill,dispose,invert,depth"
DRA406,DRA404,"Fin drains; 100mm perforated pipe; shingle backfill; dispose off site; geotextile drain with terram both sides, laid in narrow trench; depth to invert: 0.75 - 1 m",m,Drainage,Pipework,70.13,Drainage!O450,70.13,Drainage!A450,Drainage,"100mm,trench,pipe,backfill,dispose,invert,depth"
DRA407,DRA405,"Fin drains; 100mm perforated pipe; shingle backfill; dispose off site; geotextile drain with terram both sides, laid in narrow trench; depth to invert: 1 - 1.25 m",m,Drainage,Pipework,89.06,Drainage!O451,89.06,Drainage!A451,Drainage,"100mm,trench,pipe,backfill,dispose,invert,depth"
DRA408,DRA406,"Fin drains; 100mm perforated pipe; shingle backfill; dispose off site; geotextile drain with terram both sides, laid in narrow trench; depth to invert: 1.25 - 1.5 m",m,Drainage,Pipework,107.99,Drainage!O452,107.99,Drainage!A452,Drainage,"100mm,trench,pipe,backfill,dispose,invert,depth"
DRA409,DRA407,"Fin drains; 100mm perforated pipe; shingle backfill; dispose off site; geotextile drain with terram both sides, laid in narrow trench; depth to invert: 1.5 - 1.75 m",m,Drainage,Pipework,126.92,Drainage!O453,126.92,Drainage!A453,Drainage,"100mm,trench,pipe,backfill,dispose,invert,depth"
DRA410,DRA408,"Fin drains; 100mm perforated pipe; shingle backfill; dispose off site; geotextile drain with terram both sides, laid in narrow trench; depth to invert: 1.75 - 2 m",m,Drainage,Pipework,145.84,Drainage!O454,145.84,Drainage!A454,Drainage,"100mm,trench,pipe,backfill,dispose,invert,depth"
DRA411,DRA409,Diffuser filter drain; 225 perforated pipe; 1.60m x 500dp gravel; 1.6 m wide Permavoid drain mat 150mm thk; wrapped all round with impermeable geo-membrane.; depth to invert: not exceeding 0.75 m,m,Drainage,Pipework,432.6,Drainage!O456,432.6,Drainage!A456,Drainage,"150mm,pipe,invert,depth"
