id,code,original_code,description,unit,category,subcategory,work_type,rate,cellRate_reference,cellRate_rate,excelCellReference,sourceSheetName,keywords
DR_0822_Drainage,DR0822,1323,EO manholes for backdrop entries; 100mm dia; depth of drop:; depth to invert: 0.5 - 0.75 m,m,Drainage,Manholes,Drainage Works,375.66,Drainage!O1616,375.66,Drainage!A1616,Drainage,100mm|manhole|invert|depth
DR_0823_Drainage,DR0823,1324,EO manholes for backdrop entries; 100mm dia; depth of drop:; depth to invert: 0.75 - 1 m,m,Drainage,Manholes,Drainage Works,414.95,Drainage!O1617,414.95,Drainage!A1617,Drainage,100mm|manhole|invert|depth
DR_0824_Drainage,DR0824,1325,EO manholes for backdrop entries; 100mm dia; depth of drop:; depth to invert: 1 - 1.25 m,m,Drainage,Manholes,Drainage Works,454.24,Drainage!O1618,454.24,Drainage!A1618,Drainage,100mm|manhole|invert|depth
DR_0825_Drainage,DR0825,1326,EO manholes for backdrop entries; 100mm dia; depth of drop:; depth to invert: 1.25 - 1.5 m,m,Drainage,Manholes,Drainage Works,493.53,Drainage!O1619,493.53,Drainage!A1619,Drainage,100mm|manhole|invert|depth
DR_0826_Drainage,DR0826,1327,EO manholes for backdrop entries; 100mm dia; depth of drop:; depth to invert: 1.5 - 1.75 m,m,Drainage,Manholes,Drainage Works,532.82,Drainage!O1620,532.82,Drainage!A1620,Drainage,100mm|manhole|invert|depth
DR_0827_Drainage,DR0827,1328,EO manholes for backdrop entries; 100mm dia; depth of drop:; depth to invert: 1.75 - 2 m,m,Drainage,Manholes,Drainage Works,572.11,Drainage!O1621,572.11,Drainage!A1621,Drainage,100mm|manhole|invert|depth
DR_0828_Drainage,DR0828,1329,EO manholes for backdrop entries; 100mm dia; depth of drop:; depth to invert: 2 - 2.25 m,m,Drainage,Manholes,Drainage Works,611.4,Drainage!O1622,611.4,Drainage!A1622,Drainage,100mm|manhole|invert|depth
DR_0829_Drainage,DR0829,1330,EO manholes for backdrop entries; 100mm dia; depth of drop:; depth to invert: 2.25 - 2.5 m,m,Drainage,Manholes,Drainage Works,650.69,Drainage!O1623,650.69,Drainage!A1623,Drainage,100mm|manhole|invert|depth
DR_0830_Drainage,DR0830,1331,EO manholes for backdrop entries; 100mm dia; depth of drop:; depth to invert: 2.5 - 2.75 m,m,Drainage,Manholes,Drainage Works,689.98,Drainage!O1624,689.98,Drainage!A1624,Drainage,100mm|manhole|invert|depth
DR_0831_Drainage,DR0831,1332,EO manholes for backdrop entries; 100mm dia; depth of drop:; depth to invert: 2.75 - 3 m,m,Drainage,Manholes,Drainage Works,729.27,Drainage!O1625,729.27,Drainage!A1625,Drainage,100mm|manhole|invert|depth
DR_0832_Drainage,DR0832,1333,EO manholes for backdrop entries; 100mm dia; depth of drop:; depth to invert: 3 - 3.25 m,m,Drainage,Manholes,Drainage Works,768.56,Drainage!O1626,768.56,Drainage!A1626,Drainage,100mm|manhole|invert|depth
DR_0833_Drainage,DR0833,1334,EO manholes for backdrop entries; 100mm dia; depth of drop:; depth to invert: 3.25 - 3.5 m,m,Drainage,Manholes,Drainage Works,807.85,Drainage!O1627,807.85,Drainage!A1627,Drainage,100mm|manhole|invert|depth
DR_0834_Drainage,DR0834,1335,EO manholes for backdrop entries; 100mm dia; depth of drop:; depth to invert: 3.5 - 3.75 m,m,Drainage,Manholes,Drainage Works,847.14,Drainage!O1628,847.14,Drainage!A1628,Drainage,100mm|manhole|invert|depth
DR_0835_Drainage,DR0835,1336,EO manholes for backdrop entries; 100mm dia; depth of drop:; depth to invert: 3.75 - 4 m,m,Drainage,Manholes,Drainage Works,886.43,Drainage!O1629,886.43,Drainage!A1629,Drainage,100mm|manhole|invert|depth
DR_0836_Drainage,DR0836,1337,EO manholes for backdrop entries; 100mm dia; depth of drop:; depth to invert: 4 - 4.25 m,m,Drainage,Manholes,Drainage Works,925.72,Drainage!O1630,925.72,Drainage!A1630,Drainage,100mm|manhole|invert|depth
DR_0837_Drainage,DR0837,1338,EO manholes for backdrop entries; 100mm dia; depth of drop:; depth to invert: 4.25 - 4.5 m,m,Drainage,Manholes,Drainage Works,965.01,Drainage!O1631,965.01,Drainage!A1631,Drainage,100mm|manhole|invert|depth
DR_0838_Drainage,DR0838,1339,EO manholes for backdrop entries; 150mm dia; depth of drop:; depth to invert: 0.25 - 0.5 m,m,Drainage,Manholes,Drainage Works,377.06,Drainage!O1633,377.06,Drainage!A1633,Drainage,150mm|manhole|invert|depth
DR_0839_Drainage,DR0839,1340,EO manholes for backdrop entries; 150mm dia; depth of drop:; depth to invert: 0.5 - 0.75 m,m,Drainage,Manholes,Drainage Works,424.51,Drainage!O1634,424.51,Drainage!A1634,Drainage,150mm|manhole|invert|depth
DR_0840_Drainage,DR0840,1341,EO manholes for backdrop entries; 150mm dia; depth of drop:; depth to invert: 0.75 - 1 m,m,Drainage,Manholes,Drainage Works,471.96,Drainage!O1635,471.96,Drainage!A1635,Drainage,150mm|manhole|invert|depth
DR_0841_Drainage,DR0841,1342,EO manholes for backdrop entries; 150mm dia; depth of drop:; depth to invert: 1 - 1.25 m,m,Drainage,Manholes,Drainage Works,519.42,Drainage!O1636,519.42,Drainage!A1636,Drainage,150mm|manhole|invert|depth
DR_0842_Drainage,DR0842,1343,EO manholes for backdrop entries; 150mm dia; depth of drop:; depth to invert: 1.25 - 1.5 m,m,Drainage,Manholes,Drainage Works,566.87,Drainage!O1637,566.87,Drainage!A1637,Drainage,150mm|manhole|invert|depth
DR_0843_Drainage,DR0843,1344,EO manholes for backdrop entries; 150mm dia; depth of drop:; depth to invert: 1.5 - 1.75 m,m,Drainage,Manholes,Drainage Works,614.32,Drainage!O1638,614.32,Drainage!A1638,Drainage,150mm|manhole|invert|depth
DR_0844_Drainage,DR0844,1345,EO manholes for backdrop entries; 150mm dia; depth of drop:; depth to invert: 1.75 - 2 m,m,Drainage,Manholes,Drainage Works,661.77,Drainage!O1639,661.77,Drainage!A1639,Drainage,150mm|manhole|invert|depth
DR_0845_Drainage,DR0845,1346,EO manholes for backdrop entries; 150mm dia; depth of drop:; depth to invert: 2 - 2.25 m,m,Drainage,Manholes,Drainage Works,709.22,Drainage!O1640,709.22,Drainage!A1640,Drainage,150mm|manhole|invert|depth
DR_0846_Drainage,DR0846,1347,EO manholes for backdrop entries; 150mm dia; depth of drop:; depth to invert: 2.25 - 2.5 m,m,Drainage,Manholes,Drainage Works,756.68,Drainage!O1641,756.68,Drainage!A1641,Drainage,150mm|manhole|invert|depth
DR_0847_Drainage,DR0847,1348,EO manholes for backdrop entries; 150mm dia; depth of drop:; depth to invert: 2.5 - 2.75 m,m,Drainage,Manholes,Drainage Works,804.13,Drainage!O1642,804.13,Drainage!A1642,Drainage,150mm|manhole|invert|depth
DR_0848_Drainage,DR0848,1349,EO manholes for backdrop entries; 150mm dia; depth of drop:; depth to invert: 2.75 - 3 m,m,Drainage,Manholes,Drainage Works,851.58,Drainage!O1643,851.58,Drainage!A1643,Drainage,150mm|manhole|invert|depth
DR_0849_Drainage,DR0849,1350,EO manholes for backdrop entries; 150mm dia; depth of drop:; depth to invert: 3 - 3.25 m,m,Drainage,Manholes,Drainage Works,899.03,Drainage!O1644,899.03,Drainage!A1644,Drainage,150mm|manhole|invert|depth
DR_0850_Drainage,DR0850,1351,EO manholes for backdrop entries; 150mm dia; depth of drop:; depth to invert: 3.25 - 3.5 m,m,Drainage,Manholes,Drainage Works,946.48,Drainage!O1645,946.48,Drainage!A1645,Drainage,150mm|manhole|invert|depth
DR_0851_Drainage,DR0851,1352,EO manholes for backdrop entries; 150mm dia; depth of drop:; depth to invert: 3.5 - 3.75 m,m,Drainage,Manholes,Drainage Works,993.94,Drainage!O1646,993.94,Drainage!A1646,Drainage,150mm|manhole|invert|depth
DR_0852_Drainage,DR0852,1353,EO manholes for backdrop entries; 150mm dia; depth of drop:; depth to invert: 3.75 - 4 m,m,Drainage,Manholes,Drainage Works,1041.39,Drainage!O1647,1041.39,Drainage!A1647,Drainage,150mm|manhole|invert|depth
DR_0853_Drainage,DR0853,1354,EO manholes for backdrop entries; 150mm dia; depth of drop:; depth to invert: 4 - 4.25 m,m,Drainage,Manholes,Drainage Works,1088.84,Drainage!O1648,1088.84,Drainage!A1648,Drainage,150mm|manhole|invert|depth
DR_0854_Drainage,DR0854,1355,EO manholes for backdrop entries; 300mm dia; depth of drop:; depth to invert: 0.25 - 0.5 m,m,Drainage,Manholes,Drainage Works,1633.93,Drainage!O1650,1633.93,Drainage!A1650,Drainage,300mm|manhole|invert|depth
DR_0855_Drainage,DR0855,1356,EO manholes for backdrop entries; 300mm dia; depth of drop:; depth to invert: 0.5 - 0.75 m,m,Drainage,Manholes,Drainage Works,1712.96,Drainage!O1651,1712.96,Drainage!A1651,Drainage,300mm|manhole|invert|depth
DR_0856_Drainage,DR0856,1357,EO manholes for backdrop entries; 300mm dia; depth of drop:; depth to invert: 0.75 - 1 m,m,Drainage,Manholes,Drainage Works,1791.99,Drainage!O1652,1791.99,Drainage!A1652,Drainage,300mm|manhole|invert|depth
DR_0857_Drainage,DR0857,1358,EO manholes for backdrop entries; 300mm dia; depth of drop:; depth to invert: 1 - 1.25 m,m,Drainage,Manholes,Drainage Works,1871.01,Drainage!O1653,1871.01,Drainage!A1653,Drainage,300mm|manhole|invert|depth
DR_0858_Drainage,DR0858,1359,EO manholes for backdrop entries; 300mm dia; depth of drop:; depth to invert: 1.25 - 1.5 m,m,Drainage,Manholes,Drainage Works,1950.04,Drainage!O1654,1950.04,Drainage!A1654,Drainage,300mm|manhole|invert|depth
DR_0859_Drainage,DR0859,1360,EO manholes for backdrop entries; 300mm dia; depth of drop:; depth to invert: 1.5 - 1.75 m,m,Drainage,Manholes,Drainage Works,2029.06,Drainage!O1655,2029.06,Drainage!A1655,Drainage,300mm|manhole|invert|depth
DR_0860_Drainage,DR0860,1361,EO manholes for backdrop entries; 300mm dia; depth of drop:; depth to invert: 1.75 - 2 m,m,Drainage,Manholes,Drainage Works,2108.09,Drainage!O1656,2108.09,Drainage!A1656,Drainage,300mm|manhole|invert|depth
DR_0861_Drainage,DR0861,1362,EO manholes for backdrop entries; 300mm dia; depth of drop:; depth to invert: 2 - 2.25 m,m,Drainage,Manholes,Drainage Works,2187.12,Drainage!O1657,2187.12,Drainage!A1657,Drainage,300mm|manhole|invert|depth
DR_0862_Drainage,DR0862,1363,EO manholes for backdrop entries; 300mm dia; depth of drop:; depth to invert: 2.25 - 2.5 m,m,Drainage,Manholes,Drainage Works,2266.14,Drainage!O1658,2266.14,Drainage!A1658,Drainage,300mm|manhole|invert|depth
DR_0863_Drainage,DR0863,1364,EO manholes for backdrop entries; 300mm dia; depth of drop:; depth to invert: 2.5 - 2.75 m,m,Drainage,Manholes,Drainage Works,2345.17,Drainage!O1659,2345.17,Drainage!A1659,Drainage,300mm|manhole|invert|depth
DR_0864_Drainage,DR0864,1365,EO manholes for backdrop entries; 300mm dia; depth of drop:; depth to invert: 2.75 - 3 m,m,Drainage,Manholes,Drainage Works,2424.2,Drainage!O1660,2424.2,Drainage!A1660,Drainage,300mm|manhole|invert|depth
DR_0865_Drainage,DR0865,1366,EO manholes for backdrop entries; 300mm dia; depth of drop:; depth to invert: 3 - 3.25 m,m,Drainage,Manholes,Drainage Works,2503.22,Drainage!O1661,2503.22,Drainage!A1661,Drainage,300mm|manhole|invert|depth
DR_0866_Drainage,DR0866,1372,Insitu RC manholes integral with slab; size 1200/900 x 750; 300mm thk base and walls; 750 x 750 dble seal C&F; depth to invert:; depth to invert: 0.5 - 0.75 m,m,Drainage,Manholes,Drainage Works,3016.75,Drainage!O1670,3016.75,Drainage!A1670,Drainage,300mm|manhole|invert|depth
DR_0867_Drainage,DR0867,1372,Insitu RC manholes integral with slab; size 1200/900 x 750; 300mm thk base and walls; 750 x 750 dble seal C&F; depth to invert:; depth to invert: 0.75 - 1 m,m,Drainage,Manholes,Drainage Works,3497.43,Drainage!O1671,3497.43,Drainage!A1671,Drainage,300mm|manhole|invert|depth
DR_0868_Drainage,DR0868,1373,Insitu RC manholes integral with slab; size 1200/900 x 750; 300mm thk base and walls; 750 x 750 dble seal C&F; depth to invert:; depth to invert: 1 - 1.25 m,m,Drainage,Manholes,Drainage Works,4059.32,Drainage!O1672,4059.32,Drainage!A1672,Drainage,300mm|manhole|invert|depth
DR_0869_Drainage,DR0869,1374,Insitu RC manholes integral with slab; size 1200/900 x 750; 300mm thk base and walls; 750 x 750 dble seal C&F; depth to invert:; depth to invert: 1.25 - 1.5 m,m,Drainage,Manholes,Drainage Works,4556.24,Drainage!O1673,4556.24,Drainage!A1673,Drainage,300mm|manhole|invert|depth
DR_0870_Drainage,DR0870,1375,Insitu RC manholes integral with slab; size 1200/900 x 750; 300mm thk base and walls; 750 x 750 dble seal C&F; depth to invert:; depth to invert: 1.5 - 1.75 m,m,Drainage,Manholes,Drainage Works,5053.17,Drainage!O1674,5053.17,Drainage!A1674,Drainage,300mm|manhole|invert|depth
DR_0871_Drainage,DR0871,1376,Insitu RC manholes integral with slab; size 1200/900 x 750; 300mm thk base and walls; 750 x 750 dble seal C&F; depth to invert:; depth to invert: 1.75 - 2 m,m,Drainage,Manholes,Drainage Works,5550.09,Drainage!O1675,5550.09,Drainage!A1675,Drainage,300mm|manhole|invert|depth
DR_0872_Drainage,DR0872,1377,Insitu RC manholes integral with slab; size 1200/900 x 750; 300mm thk base and walls; 750 x 750 dble seal C&F; depth to invert:; depth to invert: 2 - 2.25 m,m,Drainage,Manholes,Drainage Works,6209.73,Drainage!O1676,6209.73,Drainage!A1676,Drainage,300mm|manhole|invert|depth
DR_0873_Drainage,DR0873,1378,Insitu RC manholes integral with slab; size 1200/900 x 750; 300mm thk base and walls; 750 x 750 dble seal C&F; depth to invert:; depth to invert: 2.25 - 2.5 m,m,Drainage,Manholes,Drainage Works,6724.73,Drainage!O1677,6724.73,Drainage!A1677,Drainage,300mm|manhole|invert|depth
DR_0874_Drainage,DR0874,1379,Insitu RC manholes integral with slab; size 1200/900 x 750; 300mm thk base and walls; 750 x 750 dble seal C&F; depth to invert:; depth to invert: 2.5 - 2.75 m,m,Drainage,Manholes,Drainage Works,7239.73,Drainage!O1678,7239.73,Drainage!A1678,Drainage,300mm|manhole|invert|depth
DR_0875_Drainage,DR0875,1380,Insitu RC manholes integral with slab; size 1200/900 x 750; 300mm thk base and walls; 750 x 750 dble seal C&F; depth to invert:; depth to invert: 2.75 - 3 m,m,Drainage,Manholes,Drainage Works,7754.73,Drainage!O1679,7754.73,Drainage!A1679,Drainage,300mm|manhole|invert|depth
DR_0876_Drainage,DR0876,1381,Insitu RC manholes integral with slab; size 1200/900 x 750; 300mm thk base and walls; 750 x 750 dble seal C&F; depth to invert:; depth to invert: 3 - 3.25 m,m,Drainage,Manholes,Drainage Works,8269.74,Drainage!O1680,8269.74,Drainage!A1680,Drainage,300mm|manhole|invert|depth
DR_0877_Drainage,DR0877,1382,Insitu RC manholes integral with slab; size 1200/900 x 750; 300mm thk base and walls; 750 x 750 dble seal C&F; depth to invert:; depth to invert: 3.25 - 3.5 m,m,Drainage,Manholes,Drainage Works,8784.74,Drainage!O1681,8784.74,Drainage!A1681,Drainage,300mm|manhole|invert|depth
DR_0878_Drainage,DR0878,1383,Insitu RC manholes integral with slab; size 1200/900 x 750; 300mm thk base and walls; 750 x 750 dble seal C&F; depth to invert:; depth to invert: 3.5 - 3.75 m,m,Drainage,Manholes,Drainage Works,9299.74,Drainage!O1682,9299.74,Drainage!A1682,Drainage,300mm|manhole|invert|depth
DR_0879_Drainage,DR0879,1384,Insitu RC manholes integral with slab; size 1200/900 x 750; 300mm thk base and walls; 750 x 750 dble seal C&F; depth to invert:; depth to invert: 3.75 - 4 m,m,Drainage,Manholes,Drainage Works,9737.27,Drainage!O1683,9737.27,Drainage!A1683,Drainage,300mm|manhole|invert|depth
DR_0880_Drainage,DR0880,1385,Insitu RC manholes integral with slab; size 1200/900 x 750; 300mm thk base and walls; 750 x 750 dble seal C&F; depth to invert:; depth to invert: 4 - 4.25 m,m,Drainage,Manholes,Drainage Works,11481.93,Drainage!O1684,11481.93,Drainage!A1684,Drainage,300mm|manhole|invert|depth
DR_0881_Drainage,DR0881,1386,Insitu RC manholes integral with slab; size 1200/900 x 750; 300mm thk base and walls; 750 x 750 dble seal C&F; depth to invert:; depth to invert: 4.25 - 4.5 m,m,Drainage,Manholes,Drainage Works,12064.71,Drainage!O1685,12064.71,Drainage!A1685,Drainage,300mm|manhole|invert|depth
DR_0882_Drainage,DR0882,1387,Insitu RC manholes integral with slab; size 1200/900 x 750; 300mm thk base and walls; 750 x 750 dble seal C&F; depth to invert:; depth to invert: 4.5 - 4.75 m,m,Drainage,Manholes,Drainage Works,12647.49,Drainage!O1686,12647.49,Drainage!A1686,Drainage,300mm|manhole|invert|depth
DR_0883_Drainage,DR0883,1388,Insitu RC manholes integral with slab; size 1200/900 x 750; 300mm thk base and walls; 750 x 750 dble seal C&F; depth to invert:; depth to invert: 4.75 - 5 m,m,Drainage,Manholes,Drainage Works,13230.27,Drainage!O1687,13230.27,Drainage!A1687,Drainage,300mm|manhole|invert|depth
DR_0884_Drainage,DR0884,1387,Insitu RC manholes integral with slab; size 2215 x 1200; 300mm thk base and walls; 2 nr 600 x 600 dble seal C&Fs; depth to invert:; depth to invert: 0.75 - 1 m,m,Drainage,Manholes,Drainage Works,6994.87,Drainage!O1690,6994.87,Drainage!A1690,Drainage,300mm|manhole|invert|depth
DR_0885_Drainage,DR0885,1388,Insitu RC manholes integral with slab; size 2215 x 1200; 300mm thk base and walls; 2 nr 600 x 600 dble seal C&Fs; depth to invert:; depth to invert: 1 - 1.25 m,m,Drainage,Manholes,Drainage Works,8118.64,Drainage!O1691,8118.64,Drainage!A1691,Drainage,300mm|manhole|invert|depth
DR_0886_Drainage,DR0886,1389,Insitu RC manholes integral with slab; size 2215 x 1200; 300mm thk base and walls; 2 nr 600 x 600 dble seal C&Fs; depth to invert:; depth to invert: 1.25 - 1.5 m,m,Drainage,Manholes,Drainage Works,9112.48,Drainage!O1692,9112.48,Drainage!A1692,Drainage,300mm|manhole|invert|depth
DR_0887_Drainage,DR0887,1390,Insitu RC manholes integral with slab; size 2215 x 1200; 300mm thk base and walls; 2 nr 600 x 600 dble seal C&Fs; depth to invert:; depth to invert: 1.5 - 1.75 m,m,Drainage,Manholes,Drainage Works,10106.33,Drainage!O1693,10106.33,Drainage!A1693,Drainage,300mm|manhole|invert|depth
DR_0888_Drainage,DR0888,1391,Insitu RC manholes integral with slab; size 2215 x 1200; 300mm thk base and walls; 2 nr 600 x 600 dble seal C&Fs; depth to invert:; depth to invert: 1.75 - 2 m,m,Drainage,Manholes,Drainage Works,11100.18,Drainage!O1694,11100.18,Drainage!A1694,Drainage,300mm|manhole|invert|depth
DR_0889_Drainage,DR0889,1392,Insitu RC manholes integral with slab; size 2215 x 1200; 300mm thk base and walls; 2 nr 600 x 600 dble seal C&Fs; depth to invert:; depth to invert: 2 - 2.25 m,m,Drainage,Manholes,Drainage Works,12419.45,Drainage!O1695,12419.45,Drainage!A1695,Drainage,300mm|manhole|invert|depth
DR_0890_Drainage,DR0890,1393,Insitu RC manholes integral with slab; size 2215 x 1200; 300mm thk base and walls; 2 nr 600 x 600 dble seal C&Fs; depth to invert:; depth to invert: 2.25 - 2.5 m,m,Drainage,Manholes,Drainage Works,13449.46,Drainage!O1696,13449.46,Drainage!A1696,Drainage,300mm|manhole|invert|depth
DR_0891_Drainage,DR0891,1394,Insitu RC manholes integral with slab; size 2215 x 1200; 300mm thk base and walls; 2 nr 600 x 600 dble seal C&Fs; depth to invert:; depth to invert: 2.5 - 2.75 m,m,Drainage,Manholes,Drainage Works,14479.46,Drainage!O1697,14479.46,Drainage!A1697,Drainage,300mm|manhole|invert|depth
DR_0892_Drainage,DR0892,1395,Insitu RC manholes integral with slab; size 2215 x 1200; 300mm thk base and walls; 2 nr 600 x 600 dble seal C&Fs; depth to invert:; depth to invert: 2.75 - 3 m,m,Drainage,Manholes,Drainage Works,15509.47,Drainage!O1698,15509.47,Drainage!A1698,Drainage,300mm|manhole|invert|depth
DR_0893_Drainage,DR0893,1396,Insitu RC manholes integral with slab; size 2215 x 1200; 300mm thk base and walls; 2 nr 600 x 600 dble seal C&Fs; depth to invert:; depth to invert: 3 - 3.25 m,m,Drainage,Manholes,Drainage Works,16539.48,Drainage!O1699,16539.48,Drainage!A1699,Drainage,300mm|manhole|invert|depth
DR_0894_Drainage,DR0894,1397,Insitu RC manholes integral with slab; size 2215 x 1200; 300mm thk base and walls; 2 nr 600 x 600 dble seal C&Fs; depth to invert:; depth to invert: 3.25 - 3.5 m,m,Drainage,Manholes,Drainage Works,17569.48,Drainage!O1700,17569.48,Drainage!A1700,Drainage,300mm|manhole|invert|depth
DR_0895_Drainage,DR0895,1398,Insitu RC manholes integral with slab; size 2215 x 1200; 300mm thk base and walls; 2 nr 600 x 600 dble seal C&Fs; depth to invert:; depth to invert: 3.5 - 3.75 m,m,Drainage,Manholes,Drainage Works,18599.49,Drainage!O1701,18599.49,Drainage!A1701,Drainage,300mm|manhole|invert|depth
